Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4BRvD5QdauTo8EuUvYchu3,"A Line in the Sand","The Hunting Party","Linkin Park",2014-06-09,395066,51,false,droebiepoe,2026-02-16T09:45:53Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.291,0.922,2,-4.968,1,0.0885,0.037,0.0198,0.101,0.0404,99.706,4
spotify:track:3dJj6o9o1fRgrojWjailuz,"Nobody Can Save Me","One More Light","Linkin Park",2017-05-19,225546,57,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.645,0.688,11,-4.749,1,0.0341,0.0107,0,0.186,0.433,139.957,4
spotify:track:650OeHTLxZAQmb4aEbGmaA,"Good Goodbye (feat. Pusha T and Stormzy)","One More Light","Linkin Park;Pusha T;Stormzy",2017-05-19,211413,60,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal,grime,uk grime,uk drill","Warner Records",0.697,0.84,9,-4.602,0,0.054,0.106,0,0.748,0.452,128.034,4
spotify:track:7nAfXgeHfDO50upcOjJOaq,"Talking to Myself","One More Light","Linkin Park",2017-05-19,231306,61,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.593,0.712,2,-6.325,0,0.0286,0.00184,0,0.128,0.473,124.013,4
spotify:track:3FQCJI2t5LTbsRPfYVBSVB,"Battle Symphony","One More Light","Linkin Park",2017-05-19,216281,64,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.653,0.839,10,-5.077,1,0.0685,0.0369,0,0.068,0.669,149.034,4
spotify:track:6OocN63GLU7NF0wHdewhID,"Invisible","One More Light","Linkin Park",2017-05-19,214346,55,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.47,0.74,11,-6.093,1,0.07,0.0455,0,0.091,0.562,84.841,4
spotify:track:104buTcnP2AsxqB7U1FIZ4,"Heavy (feat. Kiiara)","One More Light","Linkin Park;Kiiara",2017-05-19,169800,69,true,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,4
spotify:track:34isqXjbTstbYwl2MfdzDq,"Sorry for Now","One More Light","Linkin Park",2017-05-19,203653,54,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.608,0.584,1,-6.652,1,0.0352,0.00995,0,0.203,0.251,94.956,4
spotify:track:1KvyBpAxgllKW7bQb0GYCR,"Halfway Right","One More Light","Linkin Park",2017-05-19,217066,54,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.655,0.626,6,-7.155,0,0.045,0.0134,0,0.349,0.498,134.028,4
spotify:track:3xXBsjrbG1xQIm1xv1cKOt,"One More Light","One More Light","Linkin Park",2017-05-19,255066,78,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.593,0.2,8,-11.063,1,0.0311,0.904,0,0.0897,0.17,83.966,4
spotify:track:6c0I7CfL9ziGZN8yYkLppP,"Sharp Edges","One More Light","Linkin Park",2017-05-19,178200,58,false,droebiepoe,2026-02-16T09:46:00Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.652,0.714,0,-5.678,1,0.0562,0.145,0,0.154,0.624,112.029,4
