TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
122.368000000,2.12831,0.638898,0.490046,0.0139935,0.176486,1.86906,0.138853,0.580364,1.16398,0.302204,0.770541,0.380447
122.410666667,2.22688,0.109885,0.814858,0.0127434,0.153178,2.25333,0.00669293,0.682641,1.23942,0.090726,0.851322,0.550794
122.453333333,2.17547,0.00368525,0.760795,0,0.149351,2.45345,0,0.382736,0.908242,0.0728371,0.858546,0.974864
122.496000000,2.40058,0.00694119,0.356966,0,0.200371,2.36272,0.189211,0.429738,0.70222,0.0912734,0.976645,1.14686
122.538666667,2.5239,0.00109187,0.17295,0,0.262205,1.68654,0.874649,0.277768,1.16916,0.144016,1.30939,0.622604
122.581333333,2.32493,0,0.0549866,0,0.367283,1.95261,0.830225,0.543069,1.07863,0.258985,1.57745,0.131913
122.624000000,2.18821,0.000729563,0.000325741,0.0201383,0.246487,2.21502,0.729526,0.821815,0.75963,0.304615,1.43957,0.0284802
122.666666667,2.45235,0,0.00693,0.129314,0.184972,2.37752,0.68438,0.850935,0.37105,0.498054,0.85221,0.0550081
122.709333333,2.56873,0,0.0256455,0.350554,0.117531,2.62942,0.505472,0.68087,0.05164,0.904013,0.222945,0.13001
122.752000000,2.56536,0,0.0231323,0.0585166,0.125598,2.9002,0.417362,0.591807,0,0.96096,0.296016,0.136565
122.794666667,2.53654,0,0.0807429,0.282547,0.140368,2.97403,0.170709,0.503179,0.0302442,0.876396,0.143065,0.465144
122.837333333,2.58277,0.0235364,0.14286,0.33194,0.186424,2.55742,0.00717318,0.334187,0.190784,0.960359,0.44223,0.793419
122.880000000,1.95186,0.0758139,0.56634,0.202877,0.268291,2.2207,0.0496348,0.654378,0.201069,1.45063,1.00802,0.287322
122.922666667,0.752727,0.0997138,0.857505,0.0554936,0.265347,1.80308,0.12308,1.00885,0.126616,1.05778,1.33466,0.503886
122.965333333,0.436062,0,0.933047,0.015286,0.181062,1.44429,0.274045,1.14759,0.190432,0.820721,1.42514,0.68328
123.008000000,0.263351,0,1.13425,0.301513,0.0983242,1.37656,0.148998,0.653818,0.488398,0.639782,1.11932,0.971329
123.050666667,0.112782,0.0970724,1.09114,0.311041,0.136301,1.51764,0.105094,0.244567,1.08863,0.538146,1.15741,0.879576
123.093333333,0.2467,0.138425,0.931225,0.31184,0.396112,1.87415,0.0302185,0.0935606,1.11547,0.508198,1.01207,0.986717
123.136000000,0.504671,0.145669,0.134813,0.173482,0.0616814,1.98451,0.0185873,0.0784344,0.825742,0.492191,1.26244,1.24057
123.178666667,1.11107,0,0.265877,0.207505,0.197378,2.07332,0.108213,0.0589147,0.572991,0.524316,0.881671,0.912748
123.221333333,2.2109,0,0.329802,0.162554,0.140861,2.07028,0.358164,0.381312,0.506341,0.668672,0.605142,0.434458
123.264000000,3.26649,0.00225295,0.318069,0.207746,0.0112479,2.1847,0.268719,0.844769,0.0255147,0.920345,0.56428,0.134816
123.306666667,3.48505,0.00114413,0.264153,0.159457,0.199697,2.35091,0.0108971,1.03217,0,0.796992,0.694582,0.390177
123.349333333,3.48148,0,0.206553,0.0144614,0.410286,2.5576,0.152591,1.1658,0.0799289,0.486752,0.218888,0.277544
123.392000000,3.38975,0,0.111156,0.0133309,0.630285,2.58828,0.00949708,1.42004,0.181303,0.186452,0.000338774,0.305762
123.434666667,3.17912,0.000176212,0.0784968,0.0348919,0.741428,2.43967,0.00129577,1.62454,0.286862,0.395714,0.019104,0.381452
123.477333333,3.08122,0.000375733,0.108249,0.165024,0.686105,2.23245,0,1.51238,0.258972,0.534475,0.153341,0.531141
