TIME,30.2419,30.5707,30.9066,31.25,31.6011,31.9602,32.3276,32.7035,33.0882,33.4821,33.8855,34.2988,34.7222,35.1562,35.6013,36.0577,36.526,37.0066,37.5,38.0068,38.5274,39.0625,39.6127,40.1786,40.7609,41.3603,41.9776,42.6136,43.2692,43.9453,44.6429,45.3629,46.1066,46.875,47.6695,48.4914,49.3421,50.2232,51.1364,52.0833,53.066,54.0865,55.1471,56.25,57.398,58.5937,59.8404,61.1413,62.5,63.9205,65.407,66.9643,68.5976,70.3125,72.1154,74.0132,76.0135,78.125,80.3571,82.7206,85.2273,87.8906,90.7258,93.75,96.9828,100.446,104.167,108.173,112.5,117.187,122.283,127.841,133.929,140.625,148.026,156.25,165.441,175.781,187.5,200.893,216.346,234.375,255.682,281.25,312.5,351.562,401.786,468.75
0.000000000,0.00261922,0.00541441,0.0027687,0.00499093,0.00128252,0.000901357,0.00226195,0.00212263,0.0153819,0.0484211,0.0399107,0.001581,0.000120256,0.000177939,0.000112624,0.00680784,0.0746039,0.0972597,0.0121625,0.000655583,0.00114022,0.0018411,0.000850958,0.00167006,0.00688668,0.00675194,0.00383797,0.000307063,0.000106654,0.000463139,0.00668038,0.046285,0.00692685,0.00259423,0.000430996,0.000331711,0.00049955,0.000937762,0.0022793,0.0767045,0.167071,0.067224,0.00028828,6.67034e-05,0.000521549,0.000391444,0.00629576,0.0663382,0.111527,0.0101904,0.000695589,0.00186795,0.00149034,9.93706e-05,0.000614012,0.00491301,0.0046941,0.00472216,0.00291338,0.000350407,0.000631367,0.0300544,0.131494,0.0734969,0.00459807,0.000763214,0.000400229,0.000250658,0.000111771,0.00436116,0.00953923,0.0103478,0.00373956,0.000626721,3.07779e-05,5.16909e-05,6.06358e-05,0.0017446,0.0260465,0.0196834,0.00195035,0.000119125,0.000323206,0.000506038,0.00159046,0.00291673,0.0125238,0.00549843
1.365333333,0.00268258,0.00545409,0.00277291,0.00500494,0.00142016,0.00103353,0.0022671,0.00212263,0.0153825,0.0484211,0.0399107,0.00158114,0.000120256,0.000183596,0.000224152,0.00715704,0.0752259,0.0975408,0.0124756,0.00137022,0.00232081,0.0034072,0.000996692,0.00254689,0.00745418,0.00679354,0.00383882,0.000311613,0.000236094,0.00128224,0.00725185,0.0463999,0.00696724,0.00317472,0.00297654,0.000904787,0.000517026,0.000938294,0.00229106,0.0767379,0.167129,0.067224,0.000318771,8.66813e-05,0.000522415,0.000391444,0.00649434,0.0704651,0.116289,0.0117717,0.000806243,0.00335076,0.0154824,0.00900888,0.000923495,0.00491672,0.00470231,0.00472554,0.00291364,0.000350407,0.000633581,0.0300738,0.131495,0.0734969,0.00459807,0.000764467,0.000410637,0.000252701,0.000114393,0.00441398,0.00956823,0.0108395,0.00405349,0.000646285,0.000202809,5.76861e-05,6.06358e-05,0.0017446,0.0260465,0.0196834,0.00195108,0.000119125,0.000323206,0.000506038,0.00164514,0.00295181,0.0125262,0.00561506
2.730666667,0.00329014,0.00575861,0.00312329,0.00515912,0.00143027,0.00103353,0.0022671,0.00212263,0.0153863,0.0484687,0.0401033,0.00172537,0.000183809,0.000767055,0.00133416,0.00775179,0.0753567,0.0977068,0.0126222,0.0014474,0.00245314,0.00365843,0.00210222,0.00399617,0.00777065,0.00685618,0.0038551,0.000328508,0.000284217,0.00134675,0.00734051,0.0465309,0.0071893,0.00330072,0.00301003,0.000939867,0.000517026,0.000941858,0.00230921,0.0767578,0.167238,0.0674758,0.000414685,0.000157241,0.000773672,0.00104898,0.00695703,0.0705258,0.116317,0.0117791,0.000819948,0.00342822,0.0155723,0.00905995,0.00108239,0.00502592,0.00474341,0.00473032,0.00291592,0.000912449,0.00309315,0.0352831,0.135764,0.0750313,0.00788321,0.00229373,0.000478812,0.000255919,0.000116083,0.00441651,0.00958215,0.0108524,0.00405647,0.00119434,0.00549997,0.00785084,0.00145406,0.00183967,0.026332,0.0203295,0.00280006,0.000298599,0.000800485,0.00083627,0.00169042,0.00295325,0.0125262,0.00561656
4.096000000,0.00332877,0.00595641,0.0035289,0.00540436,0.00148563,0.00103448,0.00229578,0.00236047,0.0157018,0.0491547,0.0403715,0.00172873,0.000212426,0.000767061,0.00133416,0.0077756,0.0755523,0.0982907,0.0131583,0.00147801,0.00245371,0.00365843,0.00214655,0.00411469,0.00801618,0.0070374,0.00390986,0.000332316,0.000284217,0.00134675,0.0073914,0.0470475,0.00812547,0.00367407,0.00307555,0.000943482,0.000517257,0.000941858,0.00233227,0.0769958,0.16757,0.0675204,0.000417545,0.000162513,0.000773672,0.00110465,0.00721577,0.0710515,0.116795,0.0118338,0.000820716,0.00342822,0.0155723,0.00907071,0.00115345,0.00510446,0.00476271,0.00473387,0.00291706,0.000912449,0.00309315,0.0353673,0.136464,0.0752398,0.00791916,0.00229641,0.000480446,0.000255961,0.000118204,0.00443948,0.0096781,0.0109591,0.00407278,0.00119603,0.00549997,0.00785084,0.00147367,0.00194197,0.0263987,0.0203946,0.00280037,0.000298599,0.000800554,0.000840549,0.00175407,0.00308995,0.0125698,0.00562565
5.461333333,0.00453753,0.0246642,0.0326129,0.0186052,0.00259082,0.0010389,0.00229792,0.00240023,0.0157129,0.0492046,0.0403982,0.00173444,0.000228626,0.000772329,0.00136305,0.00961874,0.0804811,0.102242,0.01443,0.00167997,0.00245371,0.00365844,0.00221339,0.00428742,0.0081118,0.00711594,0.00392045,0.000452201,0.000298242,0.00134789,0.00769148,0.049468,0.0117659,0.00535507,0.00321747,0.000943482,0.000527645,0.00111986,0.0035477,0.0777212,0.168053,0.0676613,0.000485175,0.000209045,0.000842717,0.00124052,0.00742521,0.0714565,0.117262,0.0119586,0.000830744,0.00346217,0.0159403,0.00997946,0.00193012,0.00560742,0.00497111,0.00485521,0.00299438,0.000919692,0.0032923,0.0357698,0.138759,0.0783074,0.00842992,0.00232667,0.000480446,0.000401907,0.00114802,0.00547923,0.0103304,0.0110889,0.0040728,0.00119603,0.00549997,0.00789451,0.00233601,0.00497909,0.0307653,0.0225565,0.00311281,0.000298599,0.000800554,0.000942011,0.0018553,0.00315547,0.0125852,0.00562565
6.826666667,0.00453932,0.0269071,0.0376795,0.0212504,0.00265266,0.00114538,0.00231149,0.00240665,0.0157138,0.0492088,0.0404121,0.00246324,0.000964218,0.000791988,0.00136305,0.00962335,0.0805034,0.102246,0.0144339,0.00167997,0.00245547,0.00366193,0.00221339,0.00429343,0.00811259,0.00848366,0.0114658,0.00740287,0.00112639,0.00134789,0.00795208,0.0504606,0.0124019,0.00535692,0.00462917,0.00234686,0.000527645,0.00176928,0.00419497,0.0780922,0.169017,0.0689297,0.00115495,0.000457865,0.000842717,0.001282,0.00750373,0.0714565,0.117937,0.0127215,0.000830744,0.00350786,0.0160268,0.00999904,0.00196719,0.00608873,0.00643605,0.00575283,0.00309264,0.000919692,0.0032923,0.0358685,0.150174,0.105655,0.0246305,0.0024975,0.000480446,0.000515561,0.00122483,0.00554581,0.0104163,0.0111253,0.00412339,0.00122991,0.00549997,0.00789627,0.00313825,0.00763337,0.0330405,0.0226463,0.00313094,0.000309689,0.00084656,0.000947518,0.00187581,0.0032923,0.0126295,0.00563891
8.192000000,0.00545336,0.0277263,0.0377598,0.0215357,0.00276245,0.00114538,0.00232364,0.00242395,0.0163114,0.0519918,0.0427,0.00256901,0.000964218,0.000791988,0.00136431,0.00962572,0.0805069,0.104754,0.0178244,0.00276727,0.00245547,0.00366333,0.00222521,0.00449252,0.00830676,0.0084861,0.0114686,0.00740287,0.00112639,0.00134789,0.00796019,0.0688362,0.0460094,0.0206134,0.00462917,0.00234686,0.000527645,0.00176928,0.00419497,0.0780922,0.169019,0.0689493,0.00120368,0.000460227,0.000842717,0.00128465,0.00779396,0.0716468,0.117957,0.0127215,0.000830744,0.00350786,0.0160268,0.0102503,0.00230293,0.00619493,0.00652917,0.0059746,0.00318494,0.000919692,0.00542383,0.0382849,0.150455,0.105709,0.0250858,0.00283777,0.000480446,0.000515561,0.00122483,0.00554581,0.0110715,0.0130727,0.00541711,0.00122991,0.00549997,0.00789627,0.00313825,0.00763337,0.0455719,0.0417489,0.00972173,0.000309689,0.00087577,0.000966166,0.00187776,0.0032923,0.0126295,0.00563891
9.557333333,0.00545336,0.0277263,0.0377601,0.0215359,0.00276245,0.00114538,0.00232364,0.00242395,0.0163172,0.0522318,0.0445117,0.00354243,0.00110249,0.000791988,0.00136431,0.0116209,0.0944055,0.121582,0.0214552,0.00340858,0.00272362,0.00368703,0.00222521,0.00449252,0.00833192,0.00863795,0.0116096,0.00750378,0.00114763,0.00134789,0.00827021,0.071088,0.0490392,0.0215324,0.00462917,0.00234686,0.000527645,0.00178283,0.00455042,0.0797903,0.169893,0.0690738,0.00120391,0.000460227,0.000842717,0.00142227,0.00808592,0.0719019,0.118564,0.0129504,0.000850126,0.00350786,0.0160289,0.0103206,0.00263564,0.00650102,0.00664901,0.00599197,0.00318494,0.000919692,0.00543973,0.03843,0.150623,0.105808,0.0251374,0.00284273,0.000480446,0.000516495,0.00124482,0.00566314,0.0115412,0.0135109,0.00544129,0.00122991,0.00549997,0.00789636,0.00314037,0.00764376,0.0455813,0.041754,0.00972193,0.000309689,0.000875878,0.000969231,0.00192701,0.00333584,0.0126313,0.00563903
10.922666667,0.0502906,0.0910602,0.0420923,0.0218878,0.00391644,0.0019956,0.00244028,0.00242395,0.0184064,0.0592886,0.0450097,0.0035447,0.00110249,0.00427795,0.0148937,0.014209,0.0946098,0.121611,0.0228093,0.00973942,0.00789328,0.00446838,0.00235666,0.00493653,0.00837551,0.00866848,0.0116309,0.0075171,0.00114763,0.00163568,0.00965265,0.0723291,0.0492211,0.0215765,0.00530434,0.003216,0.000729844,0.0017863,0.00455369,0.0798379,0.170077,0.0691058,0.00534425,0.0144456,0.00182558,0.00142227,0.00808592,0.0737734,0.129689,0.0281742,0.00539951,0.00395657,0.0160289,0.0103206,0.00263564,0.00650102,0.00665085,0.00599398,0.00352679,0.00239712,0.0066109,0.0385066,0.151735,0.124777,0.0863192,0.0290304,0.00332515,0.000516495,0.00130146,0.00585444,0.0115778,0.0137112,0.00549699,0.00122991,0.00549997,0.00789636,0.003746,0.0126409,0.055441,0.0455404,0.0101313,0.000309689,0.000875878,0.000969231,0.00192701,0.00337809,0.0127944,0.00566731
