TIME,VALUE,LABEL
0.000000000,5.69997
0.021333333,0
0.042666667,0
0.064000000,0
0.085333333,0
0.106666667,0
0.128000000,0
0.149333333,0
0.170666667,0
0.192000000,0
0.213333333,0
0.234666667,0
0.256000000,0
0.277333333,0
0.298666667,0
0.320000000,0
0.341333333,0
0.362666667,0
0.384000000,0
0.405333333,0
0.426666667,0
0.448000000,0
0.469333333,0
0.490666667,0.0230924
0.512000000,0
0.533333333,0
0.554666667,0
0.576000000,0
0.597333333,0
0.618666667,0
0.640000000,0.0358177
0.661333333,0.0968631
0.682666667,0
0.704000000,0
0.725333333,0
0.746666667,0
0.768000000,0
0.789333333,0
0.810666667,0.0521489
0.832000000,0.0875004
0.853333333,0
0.874666667,0
0.896000000,0
0.917333333,0
0.938666667,0
0.960000000,0
0.981333333,0.036311
1.002666667,0.0107676
1.024000000,0.00511897
1.045333333,0
1.066666667,0
1.088000000,0
1.109333333,0
1.130666667,0
1.152000000,0.0558552
1.173333333,0.00772933
1.194666667,0
1.216000000,0
1.237333333,0
1.258666667,0
1.280000000,0
1.301333333,0.139771
1.322666667,0.0280171
1.344000000,0
1.365333333,0
1.386666667,0
1.408000000,0
1.429333333,0
1.450666667,0
1.472000000,0.146938
1.493333333,0.019835
1.514666667,0
1.536000000,0
1.557333333,0
1.578666667,0
1.600000000,0
1.621333333,0
1.642666667,0.0166527
1.664000000,0
1.685333333,0
1.706666667,0
1.728000000,0
1.749333333,0
1.770666667,0
1.792000000,0.0361345
1.813333333,0.0638776
1.834666667,0
1.856000000,0.00113767
1.877333333,0
1.898666667,0
1.920000000,0
1.941333333,0.0653452
1.962666667,0.0998123
1.984000000,0.0268072
2.005333333,0
2.026666667,0
2.048000000,0
2.069333333,0
2.090666667,0
2.112000000,0.00938617
2.133333333,0.0822297
2.154666667,0.00324276
2.176000000,0
2.197333333,0
2.218666667,0
2.240000000,0
2.261333333,0
2.282666667,0.0555583
2.304000000,0.015052
2.325333333,0
2.346666667,0
2.368000000,0
2.389333333,0
2.410666667,0
2.432000000,0
2.453333333,0.0646149
2.474666667,0
2.496000000,0
2.517333333,0
2.538666667,0
2.560000000,0
2.581333333,0
2.602666667,0.220391
2.624000000,0.180023
2.645333333,0.0136174
2.666666667,0.00236939
2.688000000,0
2.709333333,0
2.730666667,0
2.752000000,0
2.773333333,0.0435416
2.794666667,0
2.816000000,0
2.837333333,0
2.858666667,0
2.880000000,0
2.901333333,0
2.922666667,0
2.944000000,0.0277492
2.965333333,0.00936573
2.986666667,0
3.008000000,0
3.029333333,0
3.050666667,0
3.072000000,0
3.093333333,0.0228491
3.114666667,0.0941393
3.136000000,0
3.157333333,0
3.178666667,0
3.200000000,0
3.221333333,0
3.242666667,0.0105861
3.264000000,0.140041
3.285333333,0.00239149
3.306666667,0
3.328000000,0
3.349333333,0
3.370666667,0
3.392000000,0
3.413333333,0
3.434666667,0.0768392
3.456000000,0
3.477333333,0
3.498666667,0
3.520000000,0
3.541333333,0
3.562666667,0
3.584000000,0
3.605333333,0
3.626666667,0
3.648000000,0
3.669333333,0
3.690666667,0
3.712000000,0
3.733333333,0
3.754666667,0
3.776000000,0
3.797333333,0
3.818666667,0
3.840000000,0
3.861333333,0
3.882666667,0
3.904000000,0
3.925333333,0
3.946666667,0
3.968000000,0
3.989333333,0
4.010666667,0
4.032000000,0
4.053333333,7.2138
4.074666667,12.167
4.096000000,0
4.117333333,0
4.138666667,0
4.160000000,0
4.181333333,0
4.202666667,0
4.224000000,0
4.245333333,0.387768
4.266666667,0
4.288000000,0
4.309333333,0
4.330666667,0
4.352000000,0
4.373333333,0
4.394666667,0
4.416000000,0
4.437333333,0
4.458666667,0
4.480000000,0
4.501333333,0
4.522666667,0
4.544000000,0.609568
4.565333333,0.804623
4.586666667,0
4.608000000,0
4.629333333,0
4.650666667,0
4.672000000,0
4.693333333,0
4.714666667,0.177732
4.736000000,0.506125
4.757333333,0
4.778666667,0
4.800000000,0
4.821333333,0
4.842666667,0
4.864000000,0
4.885333333,0
4.906666667,0
4.928000000,0
4.949333333,0
4.970666667,0
4.992000000,0
5.013333333,0
5.034666667,0
5.056000000,0.700521
5.077333333,0
5.098666667,0
5.120000000,0
5.141333333,0
5.162666667,0
5.184000000,10.2613
5.205333333,20.9981
5.226666667,0
5.248000000,0
5.269333333,0
5.290666667,0
5.312000000,0
5.333333333,0
5.354666667,0
5.376000000,0
5.397333333,0
5.418666667,0
5.440000000,0
