TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.213333333,-334.735,71.229,-35.249,-13.9715,9.57717,-16.6754,-11.4771,-1.03403,-9.20148,-4.3035,2.87134,-0.0152498,-2.69479,-3.33751,-4.12762,0.488885,-1.9062,-4.69122,-2.57694,-0.154937,2.08202
0.234666667,-332.238,72.1673,-34.4606,-12.1909,9.72538,-16.9823,-9.97096,-1.47794,-10.6515,-1.2162,3.89843,-0.847007,-3.41873,-4.14869,-1.86332,-0.862507,-2.18475,-2.38621,-0.891264,1.02068,2.46144
0.256000000,-335.579,71.8973,-32.8509,-11.581,10.4814,-15.814,-11.9757,-2.51898,-9.36258,-2.89593,3.80249,-2.03483,-4.99808,-6.18748,-3.49059,-1.36955,-0.468372,-1.99142,1.34012,2.90831,2.54095
0.277333333,-339.345,74.4592,-31.0887,-14.9382,11.3548,-13.2134,-11.0624,-0.0971067,-7.9014,-3.21696,0.802342,-4.59554,-6.93471,-4.38029,-4.31045,-2.53027,-3.61042,-1.7568,1.16879,3.32563,2.28169
0.298666667,-339.869,73.1442,-27.9594,-11.566,11.099,-14.7336,-13.5984,-2.28721,-8.65928,-3.17836,3.22878,-3.4585,-4.38998,-3.20552,-6.37522,-5.03343,-2.79011,-1.83636,0.658979,2.79508,2.6885
0.320000000,-339.864,73.6666,-28.6268,-11.4938,11.7482,-14.0267,-14.3448,-3.3025,-9.40246,-4.02269,3.97041,-1.24984,-5.76721,-7.18214,-5.75173,-2.04112,-1.71104,-1.91577,1.5415,2.35278,0.986199
0.341333333,-335.535,72.188,-32.7106,-11.8578,10.6977,-16.2744,-12.0767,-3.58385,-10.4283,-0.723606,1.81126,-2.44279,-2.53232,-5.82245,-3.46145,-0.336408,-2.7267,-2.9977,0.244938,1.59774,2.87949
0.362666667,-338.698,67.5232,-37.243,-15.0643,7.14414,-17.6171,-12.6352,-2.64568,-9.56878,-1.38973,4.50446,2.66621,0.551685,-1.78113,-3.80278,-1.04001,-0.629239,-3.56887,-1.38094,0.895047,0.69851
0.384000000,-335.724,70.7161,-33.4448,-12.4181,7.99964,-17.6261,-14.9966,-4.26029,-9.60355,-4.24555,2.84234,-1.23783,-1.60058,-2.10583,-1.91515,1.26735,-0.191756,-2.12228,-3.02914,0.374297,0.56325
0.405333333,-339.667,68.3617,-35.6847,-14.5014,7.21738,-18.6467,-12.5054,0.560002,-7.44463,-2.7492,2.60074,-3.26168,-1.83458,-1.52567,-2.79664,-0.415398,-1.09648,-2.75505,-2.69315,0.606567,2.17031
0.426666667,-343.272,69.1465,-30.0811,-13.9517,8.22858,-17.192,-13.2165,-0.2279,-7.05073,-3.3575,1.0008,-0.342005,-0.0353818,-2.40501,-4.24509,-0.26734,-2.54928,-2.52102,-1.58269,1.95132,4.07703
0.448000000,-346.343,69.2757,-28.5724,-14.6078,10.749,-13.113,-12.2618,-1.26387,-7.40689,-2.60383,0.0348495,-3.48336,-4.0708,-2.44618,-3.86718,-2.75869,-1.57949,-1.65708,0.39754,3.23211,3.50457
0.469333333,-350.277,72.0569,-24.3036,-15.0819,9.08684,-14.7716,-13.9636,0.593543,-6.25996,-4.24729,1.842,-3.84451,-6.55137,-4.32646,-3.11875,-1.53295,-1.83321,-2.51715,-0.25289,4.40133,5.13297
0.490666667,-344.76,72.8238,-27.6012,-17.4571,5.24925,-14.3814,-8.87837,2.13139,-6.72786,-4.76189,0.900759,-3.67087,-4.33799,-3.2639,-4.66482,-1.98252,-0.0618535,-3.64759,-0.979525,3.21831,3.79737
0.512000000,-331.242,72.321,-35.3356,-13.3456,7.71785,-17.5129,-12.1814,-0.297772,-7.64312,-3.37072,-0.159712,-3.31778,-2.72816,-1.93963,-0.391694,0.612447,-4.09295,-3.89929,-0.425632,1.96954,3.79424
0.533333333,-340.103,67.9692,-39.1759,-19.3647,6.58042,-17.884,-12.2153,1.74994,-7.60748,-1.54749,4.56059,0.712706,1.39866,0.806175,-1.17913,-0.0116144,-1.72077,-3.65216,-3.4422,0.306994,1.61753
0.554666667,-336.244,70.4314,-36.5525,-15.859,8.8721,-19.3014,-13.334,-1.41394,-8.35437,-1.64525,1.98121,0.765293,-0.482058,-0.908038,-0.972386,-0.795312,-1.77735,-3.80522,-2.23966,-0.0716707,0.136249
0.576000000,-339.718,67.2393,-38.4645,-16.1378,7.13698,-18.8055,-11.5416,-0.76563,-8.09772,-2.10415,3.62455,-1.70755,-1.58372,-1.17112,-4.81491,-0.790386,-2.25792,-4.17325,-1.69089,0.47508,1.57082
0.597333333,-341.725,72.1707,-28.3022,-13.6287,10.6942,-13.549,-15.1546,-2.62967,-8.51615,-3.9709,2.26381,-1.26658,-6.43571,-5.22202,-4.48522,-2.64168,-2.25533,-0.895807,1.95491,5.04563,2.07283
0.618666667,-344.349,73.6509,-27.6152,-15.5453,9.16779,-14.8984,-10.9605,-0.542598,-7.84176,-4.02083,1.36612,-2.78256,-5.04972,-4.53778,-4.40564,-2.94833,-0.867993,-0.255486,1.49266,1.57509,3.88587
