TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
61.077333333,-142.023,1.80306,-0.564786,2.28263,4.86248,2.01723,3.04975,0.999334,3.58048,0.851855,-1.17366,1.45789,1.49653,1.50988,1.21148,1.73194,-1.04111,-0.367211,-0.239541,-0.486802,-1.82971
61.098666667,-146.499,2.52052,-1.00257,2.0912,5.16304,2.50772,-0.0986117,1.85082,4.38946,3.14773,1.47303,0.192367,-0.0639216,0.146449,0.1635,0.14557,-0.171258,-0.544229,-0.408385,1.94897,-0.879367
61.120000000,-149.536,0.716531,1.25153,2.26448,6.62663,3.47841,-1.11788,1.65255,4.39224,3.59466,-0.0548268,0.910483,1.85027,0.30384,-0.540109,1.1461,-2.45458,-0.0908565,1.42563,0.858114,-1.37775
61.141333333,-140.498,3.9653,-3.94391,5.09825,3.24135,4.04074,2.85629,3.19796,3.61638,3.93093,2.26074,-1.79767,-0.934579,-0.864366,0.782404,3.54233,0.749569,-1.2008,-0.815564,-0.537155,-1.56697
61.162666667,-161.719,9.51839,3.44984,9.6236,12.3011,4.70937,2.65673,1.95424,6.30869,5.1071,1.35109,-2.10039,-0.766534,-0.743485,2.85011,2.01574,0.515561,1.64277,1.15688,1.66263,-0.788411
61.184000000,-166.918,12.8749,1.07814,4.81206,6.34135,4.47575,4.00247,4.83088,1.47441,5.09881,5.00327,3.78573,5.02437,1.32513,1.30991,0.0797494,0.318979,3.65709,1.81059,1.1046,-0.452963
61.205333333,-166.32,13.0374,-0.777752,2.03264,6.10987,-1.66553,1.26379,0.755391,2.12582,1.95188,1.54683,0.41389,1.12749,-0.157622,-0.345269,-1.63713,0.237277,1.78571,-0.0215485,-0.653273,-1.75279
61.226666667,-166.297,10.9576,1.05117,3.73878,9.79038,3.09658,2.13848,4.29866,3.50751,0.100101,0.0848566,-0.944538,1.11404,1.08812,1.13622,1.49193,-1.03839,1.42338,0.720065,1.30725,-0.314097
61.248000000,-167.827,7.43889,-2.14824,2.93099,9.50516,1.84878,2.39964,4.14216,3.35299,3.95229,5.17954,1.7796,1.5962,4.56555,3.02416,0.844055,-0.926735,-0.269461,-0.342547,-0.13853,1.09789
61.269333333,-168.042,9.66879,-4.54975,-1.70023,8.01809,-0.329845,-2.87014,1.63517,2.9081,1.72509,4.66313,5.16554,4.24254,3.59422,2.87908,2.23985,-0.919184,-0.0465801,0.701968,0.808636,1.4759
61.290666667,-166.846,10.0624,-3.70588,-1.03854,6.01022,0.327327,1.80273,2.89548,4.27509,6.00531,4.45638,2.05252,5.24415,3.41517,1.9618,0.341518,-0.591382,-0.0841795,-1.05921,-1.40183,1.93644
61.312000000,-146.388,-6.74324,2.86633,-2.46433,6.00422,-1.39008,1.631,1.65686,4.17252,1.83207,-0.81953,-1.96464,2.19064,1.41494,2.28521,1.2183,-3.55889,-1.40371,-1.81166,0.00832479,0.501032
61.333333333,-147.422,0.442027,4.02931,0.557117,7.482,1.10025,0.524699,0.239407,2.68767,2.97757,1.60375,1.70229,0.314433,0.174875,0.905657,1.19565,-1.02276,-0.0136902,-2.19939,-1.68628,0.437633
61.354666667,-147.223,-1.00433,0.889312,-0.396748,5.87368,-0.696358,-0.444234,2.68709,2.0078,2.40678,3.58808,-0.69482,2.01411,0.874114,1.49421,0.701938,1.1967,2.53339,1.11797,1.46385,-1.22104
61.376000000,-151.298,2.52573,2.08951,-0.292971,5.15066,2.07504,-0.0458391,1.66737,4.47615,3.64061,2.44573,-0.620728,0.38512,-0.766276,1.90519,0.920278,-0.315173,0.366874,0.471151,-0.241476,1.92932
61.397333333,-150.398,3.72772,2.63888,-0.242849,6.06778,0.538601,-1.03974,0.0363318,4.19877,2.26807,4.01874,2.57288,0.978337,0.726004,1.02856,-0.2529,-1.68739,1.60898,1.94518,0.611732,-0.587352
61.418666667,-152.237,2.73198,0.334937,0.76507,4.59918,0.172483,-1.90847,1.1494,1.10432,2.00799,2.18129,0.947229,2.12049,0.619152,0.253976,1.1609,-0.462342,1.63103,1.51851,-0.228183,0.113404
61.440000000,-153.507,6.77637,0.572972,0.00535259,6.19821,0.343446,-2.25896,-0.561601,3.2184,2.57768,1.59738,-1.44106,-0.330907,0.647882,2.4576,0.48628,-0.624767,1.26778,1.23844,0.691417,-1.03946
61.461333333,-154.221,6.81897,-1.23575,2.55006,4.70156,-0.48599,-0.910149,1.47702,1.04051,1.3976,-0.686853,-0.75219,0.456293,-0.957428,-1.35211,-0.457074,-2.12782,0.356621,1.04774,1.08801,1.05387
61.482666667,-155.299,13.0318,2.81437,6.56974,9.23856,4.33925,0.403363,2.27753,2.24776,-0.654141,-1.0306,-0.68676,-0.0847957,1.04965,2.10588,-0.45831,-1.72955,-0.272515,-1.75934,-0.272375,1.80531
61.504000000,-160.214,14.2925,-3.36191,6.14772,9.3413,0.690403,1.05718,4.18838,3.60402,5.75807,3.10663,1.31068,1.96507,-1.50211,1.00834,-0.708154,-0.603081,-0.846036,-1.11401,1.46059,2.11388
61.525333333,-165.129,13.8276,-0.344412,3.88149,7.77128,0.632621,2.41591,4.67327,4.91963,5.17104,1.99169,0.763144,4.14607,-0.189928,0.735338,-0.061382,-0.706412,-1.0605,-1.41414,-2.78283,-2.368
61.546666667,-168.689,15.1488,-3.63125,4.81309,10.1,0.498564,0.971618,1.85927,3.36227,4.46518,4.11488,3.06933,4.58097,3.49121,1.68291,0.146991,-0.487201,-1.66223,-2.27363,-1.48602,-1.8
61.568000000,-166.947,16.2829,-1.44061,3.84225,9.48824,-3.2066,-3.55411,1.89771,2.46551,3.85514,2.58075,1.13835,4.06495,2.64136,3.30757,1.0034,-2.39941,0.430549,0.348662,0.467944,-2.0836
61.589333333,-164.494,18.4257,-1.57497,4.72482,7.1187,-2.4189,-0.485131,2.51221,1.95816,4.2953,4.19976,0.992591,3.56237,1.98024,0.614314,0.891067,-1.27804,1.22299,0.58452,0.104907,0.343197
61.610666667,-163.043,20.0407,-1.36411,5.21825,7.2097,-1.26283,2.08972,2.84329,-0.285835,2.30608,5.45268,1.41506,2.60103,0.826,1.07068,0.616057,-1.05472,0.138966,0.139315,-0.0322015,-0.23699
61.632000000,-118.046,3.06452,-0.588914,7.2475,1.74182,-0.822761,-1.10633,-4.19061,-4.00028,-4.0314,-2.75819,2.62262,2.54663,3.11117,0.993625,0.475695,-2.78453,-0.854771,-0.783363,-0.968512,0.125396
61.653333333,-136.024,1.79925,5.19489,5.41912,3.64801,0.958392,-1.95061,-1.27849,2.13367,3.22857,1.97162,2.31219,-1.82821,-3.81586,-1.03536,-0.184828,0.247064,-1.61996,-3.38597,-3.16096,-2.12981
61.674666667,-138.889,-5.49577,-5.16047,3.03315,0.790777,-0.0344053,0.319034,-0.208638,0.430758,3.04507,0.979133,2.79787,3.90543,4.35782,6.34599,3.77615,2.03354,4.27295,1.20843,0.333351,-1.65582
61.696000000,-139.082,-4.44922,-3.56976,2.20343,1.2353,-0.0346861,2.89062,0.778678,0.891749,-0.342968,-0.82098,-0.316789,0.209328,-1.07946,1.9177,3.44562,-0.336566,-0.480555,-0.109843,0.397915,0.453343
61.717333333,-143.137,-3.21815,-0.504498,3.58808,4.37653,-0.678703,-2.02269,-1.3857,3.20319,-0.162971,-0.618591,-0.346151,0.740174,1.90146,1.65899,2.16115,0.461052,0.913212,-0.632436,-0.93635,-1.57107
61.738666667,-144.858,-0.44909,1.12051,5.05988,3.17101,-0.0253465,0.0302568,-1.0824,2.13484,3.57321,0.396537,-0.23001,-0.223278,2.41349,-0.0971949,0.938212,-0.907858,-0.966824,-2.43648,-0.178441,0.598175
61.760000000,-149.844,-1.25176,1.05468,1.7748,3.13515,0.735835,-0.435099,-0.406289,2.21283,2.18405,1.10645,0.821261,1.79857,1.92593,2.13882,-0.042779,-1.73852,-0.567477,-0.357671,2.24851,1.98438
61.781333333,-151.686,2.27406,1.23984,1.72214,4.63749,-0.971858,1.09275,1.99722,3.30497,1.68783,1.93031,-1.06667,-0.829126,-2.50251,-0.386476,1.04849,-0.283628,-0.733356,-0.798571,0.633558,1.75046
61.802666667,-156.384,1.88144,-1.984,2.28752,6.05223,3.33673,1.33124,3.14518,1.90163,1.59758,1.38353,-0.5392,1.70405,0.904553,0.426383,2.39437,-1.17527,0.674327,0.450214,0.0600697,-0.490186
61.824000000,-161.049,3.28363,-5.69071,4.15801,4.9959,3.88662,0.687355,1.59835,2.22817,2.26561,2.24759,2.11109,0.284044,-1.10446,2.02335,2.537,0.663027,-0.331439,-1.43876,-2.03351,-1.32093
61.845333333,-157.236,6.05858,-0.0424317,1.44412,5.62874,0.346,1.53149,2.29995,3.62091,2.62448,2.09419,1.63975,0.900125,-0.756665,2.55489,3.48981,-1.95482,0.651786,0.381754,-0.820936,-0.816252
61.866666667,-156.797,8.06715,-2.26591,0.330543,6.31437,0.0604961,0.332645,1.09875,3.92783,3.98088,-1.66387,-1.53075,1.67242,1.85258,2.29299,-0.254438,-1.47084,0.151349,-1.72218,-0.131924,0.590581
61.888000000,-160.95,5.21178,-4.10316,3.85943,5.4388,1.10077,1.92745,3.69115,4.38582,3.34469,1.20303,-1.64901,3.08999,2.82803,2.36556,1.84995,0.657432,1.03476,-1.83992,-1.03056,-1.19157
61.909333333,-158.705,10.2001,-1.47907,0.647371,6.28463,1.63222,2.04632,2.80192,2.32636,2.45533,1.24274,-0.483429,3.49855,2.64862,1.05252,-0.025041,0.2695,-0.696969,-1.04899,-0.103669,-0.547013
61.930666667,-159.892,9.60163,-0.35954,1.31956,6.70586,0.260419,-0.998347,0.852093,2.5837,1.59754,0.721244,2.49721,2.60142,0.505376,0.786084,-0.431812,-1.66946,-1.33978,-1.9801,-0.491335,-0.992977
61.952000000,-154.461,4.71065,1.35998,5.11402,7.16064,-0.0912547,-0.182577,1.61182,3.46903,2.33127,0.727313,1.452,2.10879,2.59917,2.92162,1.40542,0.855497,1.6672,-1.61942,-0.0484301,0.712683
61.973333333,-134.904,3.69357,8.9933,1.73707,9.42507,3.53409,0.681883,-1.01572,1.18041,1.25962,-0.243604,0.859272,0.563929,0.501636,0.0710418,0.33514,-0.0548211,-1.11479,-1.63216,-0.0172599,-2.09518
61.994666667,-154.393,2.38748,2.98476,3.88384,7.88613,5.22095,7.48701,3.5217,5.10568,4.54973,2.90165,3.1709,1.25293,1.12825,1.387,3.04953,-0.981876,-0.632925,1.78338,1.50451,2.01075
62.016000000,-152.998,3.72666,0.262169,1.06998,7.00345,1.04252,0.490407,-1.26871,-1.39532,2.51557,2.3397,1.69809,1.22731,0.177422,1.17028,1.10292,-3.00104,0.895293,0.57284,0.276263,0.469694
62.037333333,-153.464,1.24724,3.02494,4.77286,8.00595,3.45048,2.57294,3.68731,7.39201,5.22081,3.08347,1.36234,1.68939,0.743307,0.615526,1.0178,-0.240971,0.755603,1.15192,-0.137461,0.220703
62.058666667,-152.895,0.613012,0.314062,0.548192,8.62468,2.12281,0.672922,2.74116,5.64603,2.79224,3.06438,1.75355,3.73976,2.42873,0.682906,1.7275,-0.160842,2.87619,1.14612,2.55129,-0.349582
62.080000000,-151.78,1.91299,0.0699949,2.02494,8.79595,1.93389,0.930644,0.0978964,1.60378,2.22523,3.54507,0.731901,-0.207552,1.45151,1.05854,2.11904,0.766997,1.90709,1.06609,1.20584,0.611857
62.101333333,-148.835,2.67464,-1.93628,0.706391,6.83729,2.13679,0.134797,-1.73268,-0.238673,-1.04808,-0.113226,-0.558218,0.484277,1.18775,2.89143,3.77626,0.20696,1.7003,0.582729,2.19542,0.731689
62.122666667,-138.43,1.76534,-5.03829,2.95413,3.31135,0.161945,0.538934,2.37054,4.89153,-0.856869,-1.8534,-1.23621,0.915037,0.893811,-0.189061,0.71162,-0.859416,1.55971,0.0250041,-0.725487,-0.13463
62.144000000,-155.48,12.3104,0.927847,5.69934,5.74543,3.69072,4.39907,6.59473,3.94074,0.465331,1.709,1.27333,3.33486,2.9079,0.306344,1.22337,-0.702786,0.648057,0.618463,-0.831149,-1.05086
62.165333333,-163.622,13.972,-2.698,4.34051,9.22449,2.9284,1.68605,4.47707,1.92371,3.33275,2.01501,2.09941,1.93064,1.66416,1.58654,3.28972,0.549076,0.681724,1.52123,0.705722,0.407606
62.186666667,-164.725,14.0331,-1.99295,4.31987,8.73901,3.45761,3.14504,5.08458,3.45839,2.40214,2.83043,0.0563223,0.345927,1.24546,3.12388,1.30508,0.606551,2.16764,0.387081,-1.76289,0.264383
62.208000000,-164.72,15.738,-3.95217,3.21498,7.44965,1.29457,1.44496,4.30123,1.5617,5.56286,2.21019,-1.61561,1.14862,0.700165,2.45906,1.58367,-0.313015,2.1054,3.15134,-0.399268,-0.914732
62.229333333,-163.856,17.6496,-0.41305,3.64442,6.62878,1.71161,1.15685,4.52647,0.73255,4.55036,2.40022,-1.62507,-1.50265,2.37815,2.82673,-0.159261,-0.215986,3.5965,2.2253,-0.354848,-0.480162
62.250666667,-162.373,12.6727,0.0905926,2.35634,10.806,3.584,2.08451,5.02997,1.97876,0.446121,0.45407,0.274347,1.30354,-1.02017,0.506127,2.0923,0.161583,2.81267,0.848763,-0.581744,-1.81221
62.272000000,-152.499,3.22515,2.5474,-1.42909,9.18457,3.92695,3.23772,7.00253,4.27714,4.92015,1.43182,2.35105,3.85748,0.425325,0.0492972,-2.22453,-2.39453,-1.1431,-3.38839,-2.62447,0.302012
62.293333333,-133.471,4.90752,4.26944,5.70673,4.19941,3.63736,2.41864,0.73232,0.725703,1.43652,-1.00802,-0.362723,-0.432318,-1.36575,-3.16644,-3.8517,-3.71432,-1.95668,-2.34714,0.277781,-0.437422
62.314666667,-136.966,-2.81042,-1.20765,8.48646,1.51142,3.23125,-0.474279,-2.14865,0.466201,0.739006,-0.809693,0.0478054,0.387268,-0.702109,-1.93089,-1.6727,-2.71854,-1.3234,-1.79159,-0.691109,-0.783564
62.336000000,-139.212,-2.60719,-1.07428,5.12131,2.41479,2.59151,3.15872,-0.408454,1.80935,0.491435,0.446275,0.301164,1.94541,-0.169738,-2.82994,-1.84266,-1.31854,1.25582,-0.461077,-0.0821242,0.13285
62.357333333,-139.252,-1.59195,0.660419,2.70475,2.7325,2.48331,2.63115,0.57698,2.11351,-1.96275,-0.11729,-0.768251,1.83279,0.739808,-1.71597,1.0212,-0.163612,1.69943,-1.21401,-1.21192,-1.5381
62.378666667,-140.613,0.836237,2.0036,3.56332,3.71817,1.99194,2.95046,0.950574,1.40612,0.341023,0.628378,1.27678,1.72841,-0.350791,1.91383,0.542547,-3.25775,-0.656672,0.170954,1.77208,-1.17914
62.400000000,-144.448,0.528905,1.40059,4.05773,5.414,2.55329,2.03022,-0.120833,1.26373,1.58022,0.130088,-1.44476,-1.44069,0.00187534,2.21529,3.25417,0.711015,-0.556372,-0.435942,-0.226687,-1.52535
62.421333333,-148.245,0.365716,0.539583,2.19619,4.9593,2.50022,2.20819,0.182405,2.27529,2.7926,3.83367,0.752523,1.2455,2.16755,0.332563,2.11481,-1.54956,-1.44926,-0.913707,-1.06222,-2.61014
62.442666667,-147.603,1.73104,0.0360061,4.29536,6.0811,3.25276,1.10246,1.55355,1.76081,3.44524,-0.866412,-1.64209,-0.116678,0.441524,1.42909,3.31924,-1.6858,1.73871,2.27918,1.88935,-0.251663
62.464000000,-149.63,7.86535,2.77868,3.22673,3.55223,3.31172,-0.40691,0.313455,0.592177,-0.714898,-1.01087,-2.33825,2.53055,0.152009,-1.95513,-0.487771,-2.31713,1.50075,1.8134,0.903021,0.825454
62.485333333,-154.8,7.76827,1.6641,2.93043,7.50587,1.6459,-0.160834,2.36375,0.937336,0.224137,2.18056,-0.580614,4.51497,2.10113,-0.904186,-0.787622,-1.16834,0.837922,-0.36946,-0.545944,1.35834
62.506666667,-156.963,5.79434,2.17407,4.95457,6.65119,0.504693,-1.4951,2.36329,2.7163,2.53434,3.06824,1.58547,2.41328,0.113788,0.306362,-1.2725,-2.59776,1.57662,1.28584,-0.598377,-0.327738
62.528000000,-156.454,12.0441,4.10047,4.18733,6.82531,-0.340324,-2.76895,1.11816,1.67963,4.05277,1.22695,1.63423,2.31328,0.0666235,1.29346,0.561174,-1.54016,0.122628,-2.38169,-0.0994054,1.33363
62.549333333,-161.987,6.27483,3.17927,4.23409,7.59388,-0.694055,0.0773295,3.06192,0.871916,2.86454,4.47279,2.12421,4.25363,1.77718,2.39238,1.3231,-3.84217,-2.96633,-1.78632,0.922755,-0.418305
62.570666667,-155.604,4.56079,2.1032,2.99014,9.01744,1.8793,2.95819,2.0231,4.19336,2.87296,0.603662,-0.108886,0.360187,0.876432,2.67201,1.09801,-0.439536,0.703853,0.0255681,-0.660331,0.380551
62.592000000,-157.397,5.21535,1.76565,0.84549,9.4531,4.27905,3.36621,2.1051,3.18342,-0.215385,-1.34665,-3.00582,0.504347,1.21559,0.620882,-2.38147,-2.46301,2.67835,0.819609,0.02896,-2.51595
62.613333333,-124.411,-0.629517,1.57191,3.20974,3.06043,0.695763,-0.887356,-4.70234,0.933998,-0.497418,1.66387,1.16987,1.96666,2.0194,-0.582073,-0.824627,-2.03812,-2.03091,-0.765976,1.47056,0.576483
62.634666667,-148.545,6.05251,0.125384,4.79814,8.07991,5.62553,3.67795,1.8639,4.84571,2.32737,1.16905,2.12833,2.28933,4.98824,3.13096,0.3808,-2.67305,0.690656,1.93766,2.45305,0.0683062
62.656000000,-151.728,4.36763,-0.694101,10.2397,6.23244,4.57863,2.81103,5.55272,4.70195,2.8779,1.46119,1.56721,3.28932,3.39652,2.17658,2.14969,-1.50548,1.63603,0.529697,1.27494,0.564992
62.677333333,-149.813,3.34034,-4.7569,7.13166,4.29437,2.01415,0.74049,3.69114,4.32874,4.36993,6.51977,3.96459,5.46186,2.81442,-0.000286101,0.160739,-1.37462,0.407357,0.850115,0.888864,1.49162
62.698666667,-150.698,2.24358,-3.5342,9.50255,4.30469,0.264806,0.141614,0.929043,2.79302,3.20132,4.54273,3.42292,2.82283,0.932446,0.725686,1.98412,0.815742,1.26206,0.257774,1.85006,2.44832
62.720000000,-145.984,6.13937,-2.62698,7.06157,2.29076,2.88599,-0.583186,-0.103104,2.39382,4.56557,0.796716,1.95035,0.0635614,0.128015,2.11826,2.02881,-0.654922,1.95011,2.53083,1.86506,1.26488
62.741333333,-147.042,3.0972,-2.73044,8.63056,0.422257,2.4179,-1.10334,0.570427,1.23684,2.0056,0.913732,0.0400558,5.67844,0.988219,0.845646,1.93487,-1.65913,0.271504,-0.180673,1.60011,3.17466
62.762666667,-147.94,3.28936,-4.99586,4.27046,1.25341,0.0140859,-0.988275,1.83268,3.10245,0.98812,-1.09539,-1.29083,-0.219958,2.27102,1.83648,-0.513416,-1.09142,-1.9058,-0.40424,1.30522,-0.0565443
62.784000000,-150.205,5.03092,-1.55109,8.35534,1.74465,0.193072,0.405857,1.86022,1.98418,2.17315,2.8105,2.57372,2.56908,1.88923,1.8267,-0.383277,-1.36047,0.649245,-0.5629,-0.0698454,1.89373
62.805333333,-144.715,3.53731,1.23357,6.25777,7.17049,-2.22234,-0.182316,-0.497405,2.11517,1.62307,2.37695,-0.496168,1.83212,1.00091,0.123712,-0.25192,-2.53386,0.655541,1.0494,1.36042,1.84759
62.826666667,-149.205,3.32994,-1.08615,4.09034,5.51921,-1.902,-2.12051,-1.38326,1.14228,0.855348,2.18053,-2.99608,-0.670103,-1.22178,-0.75333,-0.687693,-4.49797,-0.72997,0.407216,0.534285,1.87989
62.848000000,-151.682,5.12328,0.230106,6.00745,4.31533,-1.92848,-0.400076,-0.021439,4.96011,3.57057,2.92068,-0.889832,0.648062,0.60443,0.126406,-0.843062,-3.50258,-1.29995,-1.6378,1.1332,1.41629
62.869333333,-155.655,8.73907,-2.53937,6.67956,3.83743,2.20937,-0.851073,-1.09708,3.24194,4.74759,3.11654,0.00178454,2.59859,2.31983,0.931725,0.680645,-0.623172,-1.97036,-1.00003,0.709618,0.571272
62.890666667,-155.693,8.03905,-0.654781,8.98758,6.65214,0.193225,-4.50261,-0.663487,-1.21133,2.71195,1.00663,2.65296,2.9365,-0.880054,-2.4777,-3.24646,-3.31333,-0.893546,0.799715,2.13197,1.94237
62.912000000,-155.274,12.2444,-0.88454,6.25421,2.37638,1.63384,-3.0752,-0.145878,1.53429,2.07834,1.07468,2.28733,0.606303,-0.560067,-0.897777,-1.48659,-3.4375,-0.927233,-0.603544,0.323985,2.37584
62.933333333,-121.352,1.17201,-0.677707,5.75216,3.42608,1.00848,-3.16476,-4.08658,-5.66059,-2.50189,-0.782552,1.19988,4.03894,4.52196,0.193555,0.975614,-1.22453,-0.329313,-1.28742,-1.26632,2.6148
62.954666667,-135.048,-1.02893,-0.50008,2.15808,2.89589,-0.552941,-0.0977737,0.925005,1.25908,0.336641,0.984585,0.368927,-0.438766,-0.683294,-0.762612,-1.99342,-2.41355,-4.56351,-2.81701,-2.49647,-2.83661
62.976000000,-140.122,-5.21154,-3.93648,3.70168,2.63444,1.43638,0.215948,-0.149912,-0.897299,-2.36616,-0.435474,3.03537,4.67718,1.83301,0.614508,0.936432,-2.04955,-0.0869528,-0.907,0.477959,1.4761
62.997333333,-141.094,-6.00079,-1.75766,3.93962,2.25435,-0.787424,-1.19649,-3.04446,-0.937523,0.693606,-0.992003,0.352906,3.36267,-0.0500075,1.29527,0.571611,-3.426,-0.949813,-3.03144,-0.67711,1.12892
63.018666667,-144.989,0.17413,0.730825,3.5601,3.08562,1.45857,-0.195519,1.19039,2.12757,0.611481,0.180784,2.1803,4.29726,1.85224,1.87479,-1.47462,-3.58964,0.042379,-1.07614,1.31061,0.143398
63.040000000,-144.388,-2.04366,-0.645944,1.8206,0.434894,1.30817,1.16381,3.51243,6.19289,3.86361,3.92232,3.85007,4.92311,1.20549,-1.74173,-0.0603818,-0.408125,0.261849,-0.993029,-0.389168,1.49939
63.061333333,-146.411,0.140662,2.60807,1.60677,1.30303,-0.083429,-0.739025,1.86173,1.82676,2.27506,3.56241,0.756398,2.18972,2.91422,0.461479,-1.08556,-1.60791,-0.835606,-0.195004,-0.752624,1.15581
63.082666667,-151.621,-0.326896,-1.10927,2.31025,4.02931,2.84342,1.56593,0.88022,2.98092,3.98855,3.64021,2.41373,2.37901,2.30034,1.4308,-0.285623,-3.24882,-3.38165,-1.00022,0.0292087,1.81518
63.104000000,-150.228,1.2669,2.26051,3.21892,5.73414,-0.399075,0.83537,1.00919,2.78997,3.09416,5.34111,3.53474,2.11021,2.09583,0.290794,0.131805,-2.20111,0.075399,-0.708055,-1.98116,1.45587
63.125333333,-153.345,2.67662,0.692348,6.94787,6.80753,2.53702,0.547292,1.46166,2.06766,3.71938,1.77099,1.86293,3.29671,1.78613,1.13103,-1.95018,-2.13103,-1.56679,-0.0419539,1.96265,3.90408
63.146666667,-153.892,1.84472,1.10229,4.59785,5.07221,3.50411,3.33686,2.76167,3.68611,5.11625,2.04233,1.26799,1.81129,2.38602,1.64973,-0.0816397,-3.59638,-0.660484,-0.208907,-1.38759,0.829396
63.168000000,-156.893,0.190867,1.69439,4.55481,5.61179,2.70585,-0.733566,-0.234156,1.14149,2.81691,3.11931,1.90902,0.527535,0.0495456,0.597872,1.23568,-1.75673,1.23042,-1.54216,-0.605476,0.227854
63.189333333,-152.347,6.42607,3.13082,5.67407,6.55428,1.59556,0.360455,0.876078,2.30833,2.15147,-0.885838,1.62715,0.254617,-2.80573,0.493905,1.97981,1.74369,0.44295,-0.360813,0.1283,0.42554
63.210666667,-154.812,4.31715,5.91848,5.31641,8.32921,1.72689,1.63015,1.50163,2.80053,1.99765,0.167567,0.480051,-0.251287,-1.10358,0.747335,1.41764,-0.503786,2.23486,0.533204,0.850266,0.808912
63.232000000,-155.314,6.02091,1.5637,2.39959,5.90978,0.901476,0.0942909,2.38809,3.41878,2.09822,-0.337197,1.75445,3.05298,-0.542408,0.688954,0.508211,-0.419466,-0.296133,-0.741468,0.593029,0.919533
63.253333333,-158.04,4.93889,-3.2403,0.323262,4.64171,0.169799,0.639654,4.73127,6.79078,4.46754,1.53792,0.303263,3.1961,1.29569,1.64002,-0.301679,-1.20002,1.38947,-0.791577,-1.4982,-0.542666
63.274666667,-138.797,-9.58902,1.76722,-1.95925,5.60183,0.747664,2.31367,-0.36633,-0.543826,1.40219,0.555436,0.545602,2.36296,-0.207022,-0.640697,0.518641,-2.66643,-0.500213,-2.42846,-2.00457,-0.472074
63.296000000,-140.086,-4.42596,1.72363,-0.00459205,6.03587,2.57382,3.25737,2.71766,2.42236,1.50585,0.272714,0.904526,3.57005,1.72829,0.693811,-0.447962,-2.29052,-0.461218,-0.254207,-0.216462,0.0233471
63.317333333,-149.005,-6.28748,4.01951,2.85737,9.90313,2.89202,4.81774,5.17515,5.11581,2.66493,3.1297,2.46022,4.70092,3.00193,1.5762,2.26476,-0.935333,-1.53383,-1.77947,2.66536,-0.897272
63.338666667,-144.864,-2.17644,4.47171,6.34699,8.87377,4.54135,4.16072,1.63108,3.25298,1.53811,2.30403,1.64854,1.30304,-0.699423,-1.26902,0.234551,0.680497,0.23241,0.132962,-0.116621,0.0505925
63.360000000,-150.614,-2.64451,4.65137,5.50416,10.4164,3.22272,0.808335,2.49536,1.38423,-0.389209,2.3652,1.56589,3.00842,1.54638,0.760207,-0.334599,1.06764,3.30501,1.71056,1.3584,1.16975
63.381333333,-153.228,-1.71391,5.44646,2.59758,8.0518,3.17003,1.97976,1.67547,1.85187,1.38846,2.56966,1.41067,3.38479,-0.728971,-1.77554,0.894724,1.17896,0.930343,-1.13865,0.166552,-0.810447
63.402666667,-149.656,2.69295,2.9194,3.87142,8.74808,2.19555,0.57334,4.41834,2.77055,1.42488,3.40759,-0.102361,1.81146,3.77647,1.45504,0.563058,-0.241857,-0.347676,-0.383511,0.278216,0.273228
63.424000000,-135.435,7.73964,-1.96657,6.23828,2.13706,1.60077,4.05125,3.78108,4.7055,3.45654,0.611881,0.543033,0.199513,0.0475683,-0.591425,1.48995,0.0322899,-0.696598,-1.43278,-0.559636,0.360148
63.445333333,-161.894,12.0245,3.29177,7.64371,11.5712,6.01821,5.40341,1.88819,0.578025,1.29002,2.61866,2.9869,2.24762,1.19761,0.348218,-0.036421,-1.56611,0.508615,1.0644,0.584819,0.820187
63.466666667,-176.094,10.9508,-1.10545,7.70811,10.0974,3.6196,3.07112,3.24785,4.89543,3.45102,0.890783,1.93683,5.86195,3.93946,3.99413,3.56271,1.75043,3.02136,0.241408,1.385,1.65475
63.488000000,-169.535,12.2083,-5.92816,1.31135,6.88815,-0.556481,1.58485,5.21528,1.68506,-0.443219,-0.382586,0.774591,1.34905,0.257383,3.59589,3.28863,-0.0130154,-0.336265,-1.22408,1.34958,3.10241
63.509333333,-166.916,10.5458,-2.007,2.48378,10.05,1.06968,2.39128,2.34397,4.76635,3.90288,1.42334,2.39436,2.85488,0.39329,1.49443,2.98347,0.026075,-0.158344,-0.3526,1.68695,0.905022
63.530666667,-166.943,11.2869,-0.113731,3.82916,11.7358,1.83232,-1.01779,1.61395,2.94466,3.64409,2.30593,1.31517,0.41338,0.309361,-0.652318,-1.41405,-2.01541,1.00773,1.614,1.25411,0.519159
63.552000000,-167.74,12.2259,-3.51139,3.10718,12.1682,3.56649,-0.478257,2.73115,1.49852,1.5307,0.886338,1.26294,4.09528,0.856239,-1.2354,1.28529,-2.46265,0.0391363,2.02981,0.578544,2.18579
63.573333333,-162.393,14.7076,-2.28728,1.29104,9.72608,1.3042,1.81632,3.32282,1.24649,2.66617,1.51341,1.96518,0.531334,0.304669,0.0454523,1.21158,-0.489531,1.70849,3.65191,2.05702,1.4524
