TIME,27.4658,30.2124,32.959,35.7056,38.4521,41.1987,43.9453,46.6919,49.4385,52.1851,54.9316,57.6782,60.4248,63.1714,65.918,68.6646,71.4111,74.1577,76.9043,79.6509,82.3975,85.144,87.8906,90.6372,93.3838,96.1304,98.877,101.624,104.37,107.117,109.863,112.61,115.356,118.103,120.85,123.596,126.343,129.089,131.836,134.583,137.329,140.076,142.822,145.569,148.315,151.062,153.809,156.555,159.302,162.048,164.795,167.542,170.288,173.035,175.781,178.528,181.274,184.021,186.768,189.514,192.261,195.007,197.754,200.5,203.247,205.994,208.74,211.487,214.233,216.98,219.727,222.473,225.22,227.966,230.713,233.459,236.206,238.953,241.699,244.446,247.192,249.939,252.686,255.432,258.179,260.925,263.672,266.418,269.165,271.912,274.658,277.405,280.151,282.898,285.645,288.391,291.138,293.884,296.631,299.377,302.124,304.871,307.617,310.364,313.11,315.857,318.604,321.35,324.097,326.843,329.59,332.336,335.083,337.83,340.576,343.323,346.069,348.816,351.562,354.309,357.056,359.802,362.549,365.295,368.042,370.789,373.535,376.282,379.028,381.775,384.521,387.268,390.015,392.761,395.508,398.254,401.001,403.748,406.494,409.241,411.987,414.734,417.48,420.227,422.974,425.72,428.467,431.213,433.96,436.707,439.453,442.2,444.946,447.693,450.439,453.186,455.933,458.679,461.426,464.172,466.919,469.666,472.412,475.159,477.905,480.652
0.000000000,51.4405,194.051,260.561,61.5761,161.629,176.713,20.6599,160.931,153.091,74.0494,292.872,236.634,54.6423,152.046,94.1645,52.2597,233.765,129.78,56.1826,225.305,106.233,93.4287,269.495,118.889,118.283,250.145,65.5432,75.3276,185.203,69.8935,210.47,334.981,95.5296,95.4943,165.62,39.2912,258.661,308.236,41.7881,120.909,107.567,63.3379,315.497,265.917,78.027,190.548,124.217,32.4688,208.323,129.752,74.387,240.921,112.683,81.9018,245.401,97.8729,93.5681,240.321,82.9924,53.0389,134.417,44.2865,177.96,298.775,97.7163,129.428,194.38,28.8307,124.304,169.868,37.4155,182.906,188.736,39.3821,180.061,171.896,70.234,238.371,190.929,17.8664,120.743,72.5544,124.435,432.386,248.656,59.6189,166.592,54.6352,99.7771,249.719,92.6291,74.7964,172.876,47.2191,138.701,264.042,84.0341,129.127,201.867,33.4195,95.2033,135.969,37.0288,200.778,218.684,49.4972,125.7,115.652,35.8001,188.958,154.838,24.1331,141.42,93.6341,51.6779,218.74,129.144,86.9754,236.896,102.975,32.6883,144.053,60.0426,110.476,251.745,93.8152,60.6816,158.866,46.5582,182.148,302.473,64.638,60.6676,88.0742,25.5952,214.514,238.124,69.8821,148.987,143.768,21.1058,138.737,122.197,32.298,157.876,101.548,38.7913,187.171,111.99,58.7149,196.099,102.09,21.9476,88.1122,29.4667,96.582,224.837,90.414,81.3803,172.699,44.2532,71.2377,147.028,31.9862,89.2655,134.325
1.365333333,15.4319,264.714,384.563,22.4756,221.586,269.453,0.24571,246.314,206.586,33.3873,428.676,314.895,14.8292,210.348,122.942,36.3156,355.69,175.764,40.5982,350.002,118.518,91.1207,403.792,116.47,116.862,386.038,75.1098,101.659,271.548,29.5343,263.004,481.224,90.9076,104.191,263.279,2.73633,399.083,506.831,13.827,196.682,139.036,44.3696,450.163,350.278,26.9653,262.862,182.827,18.3195,326.499,160.05,54.4147,362.171,131.645,73.5287,376.601,105.97,100.049,369.932,90.631,58.1392,193.227,17.5546,224.135,442.456,74.2733,151.953,301.971,14.0929,184.59,255.176,4.20602,266.624,273.771,4.79749,259.441,222.952,27.6687,332.005,277.442,0.341929,188.504,95.4738,128.325,707.407,334.538,27.2604,260.56,48.5532,122.193,366.434,97.6432,73.1693,262.471,31.1366,181.318,398.995,58.4951,156.609,308.411,24.0545,138.418,206.474,4.31201,295.821,309.159,14.9721,168.646,157.181,9.45551,275.143,232.507,1.61816,222.612,125.385,39.5254,331.519,148.366,65.1346,358.441,141.47,30.9714,221.826,47.8399,125.374,369.152,107.762,56.0441,249.97,24.3339,253.562,508.555,64.961,97.5007,132.403,9.06961,309.072,327.153,30.4293,191.737,216.335,0.318649,214.643,176.49,9.20573,240.228,139.133,23.4982,287.33,142.635,40.3765,302.301,134.828,12.929,131.986,21.7033,117.036,339.229,91.7254,81.137,269.792,43.4864,95.9316,230.411,18.6898,124.755,207.41
2.730666667,20.2521,360.115,522.793,21.625,299.884,380.913,29.4407,354.001,282.062,30.0696,579.157,400.851,1.33328,265.702,167.492,51.9706,493.651,257.943,72.238,490.195,162.625,124.454,542.623,142.089,141.96,538.194,130.367,165.71,360.488,15.0604,323.763,623.716,111.19,132.737,375.842,33.2806,613.091,790.403,56.5056,302.896,183.674,56.7173,582.881,435.214,0.111901,336.042,270.69,54.3357,469.303,216.232,70.0188,488.222,179.602,99.9039,519.014,152.576,144.259,516.433,123.843,86.219,247.379,15.6517,281.993,595.975,81.5424,197.932,426.003,46.594,273.076,355.864,11.458,369.962,379.223,9.83624,350.32,278.857,8.38029,428.965,375.904,22.1958,264.042,163.108,190.221,1067.59,474.726,48.7774,359.367,71.1127,164.592,485.535,124.284,94.6673,357.28,53.5804,254.856,549.169,62.4864,204.983,421.672,55.3101,207.578,297.041,11.5929,413.242,409.689,4.62167,214.361,202.377,9.86339,372.934,336.667,22.6702,322.493,183.505,64.1137,453.792,185.402,67.7953,488.529,213.266,67.3861,305.637,57.4753,156.959,489.05,139.996,75.2313,345.317,54.8949,379.192,792.066,123.868,171.606,186.109,24.3287,408.113,414.264,9.57844,237.338,304.591,20.7972,315.528,253.374,20.825,332.127,195.971,41.2578,398.689,198.837,53.8076,424.287,185.792,27.1253,175.211,32.6225,151.954,461.916,116.747,104.668,377.837,77.2572,148.791,325.734,35.4961,179.592,294.454
4.096000000,90.1894,473.383,646.615,84.8172,385.464,489.348,122.122,464.019,373.158,95.5303,709.543,489.374,35.4274,301.975,219.198,115.831,622.049,371.566,167.589,615.762,246.355,204.921,652.897,207.994,208.484,674.17,240.236,262.287,432.735,49.8904,389.572,721.182,172.726,187.722,463.441,162.12,904.621,1146.47,206.083,404.362,240.687,116.781,680.765,504.942,26.0786,398.478,370.135,157.74,612.347,301.121,136.681,588.916,260.224,175.17,639.543,247.167,238.217,646.898,194.976,137.429,278.155,51.5874,355.823,723.234,143.021,270.599,541.02,140.113,377.541,452.123,79.6406,475.207,490.777,78.0005,430.918,333.543,38.5137,504.961,470.565,92.8358,330.449,262.935,345.92,1478.42,688.487,145.623,429.208,130.664,234.863,568.79,181.925,148.101,433.379,126.87,360.562,685.169,119.201,271.71,515.753,135.443,295.492,394.228,83.5295,528.899,506.628,41.079,253.046,236.998,52.2822,470.802,449.668,103.474,420.843,266.97,140.274,557.419,244.257,114.201,597.094,316.673,148.104,375.293,99.3605,211.172,577.748,199.541,124.681,412.966,155.871,576.62,1132.47,269.562,263.275,239.99,82.3668,492.81,475.016,31.4547,284.141,385.73,99.3052,429.329,344.96,82.4101,412.64,266.238,103.825,496.128,282.082,119.609,532.153,257.944,70.8652,204.209,64.9196,205.446,566.807,175.969,160.588,473.091,154.401,229.101,412.169,93.5679,248.29,377.714
5.461333333,213.37,582.669,722.669,199.19,457.91,567.079,254.133,544.93,462.647,223.201,779.401,564.486,115.353,305.313,259.481,221.219,708.326,486.445,306.922,697.157,349.917,311.44,708.27,301.525,301.642,757.836,386.3,362.565,464.517,134.317,449.07,735.256,266.165,259.827,492.714,358.199,1246.03,1526.68,435.988,462.544,298.014,215.311,709.552,542.106,107.058,435.963,446.767,308.589,727.375,394.219,235.318,642.531,354.243,279.207,706.712,373.318,361.645,721.897,296.651,197.6,271.829,117.452,438.416,785.988,248.065,357.427,618.122,270.455,468.972,523.518,193.008,551.103,587.035,199.182,473.241,374.14,118.474,540.729,528.767,198.064,372.634,355.704,580.976,1873.43,963.16,287.576,447.46,215.796,316.541,586.805,258.261,226.28,466.29,230.041,482.466,775.369,216.577,338.813,569.822,241.083,376.967,478.479,210.943,607.786,575.782,126.309,272.74,245.047,131.642,550.933,537.861,225.299,496.753,354.508,249.477,617.352,313.381,194.447,655.191,430.58,251.217,410.342,166.161,276.417,609.479,272.029,190.959,435.63,297.303,824.981,1480.92,489.592,334.213,279.308,177.588,533.459,489.519,99.6936,325.131,427.946,221.1,538.388,426.472,176.618,464.69,331.732,192.959,553.968,377.863,227.605,592.357,338.541,136.091,207.822,107.098,272.341,624.319,257.259,238.807,530.973,256.963,317.028,467.453,180.282,313.049,434.34
6.826666667,341.707,657.836,726.202,317.916,496.875,585.87,375.983,571.365,519.822,369.419,764.694,600.123,215.208,271.031,271.429,335.71,722.532,564.804,440.477,708.054,439.662,400.947,692.41,391.736,382.145,766.008,523.646,424.87,446.86,239.581,473.559,667.493,351.235,319.723,461.549,539.477,1569.33,1861.81,658.536,459.363,336.394,306.914,667.708,526.472,210.184,442.5,466.131,454.081,790.653,458.974,325.471,638.212,424.289,373.225,700.288,487.413,473.041,714.771,397.279,245.491,227.672,189.601,504.573,763.495,358.134,427.234,635.867,389.633,512.163,553.073,306.039,569.916,643.338,329.028,459.294,388,217.522,521.038,533.509,294.396,379.265,403.797,821.43,2176.04,1241.39,409.006,416.15,293.021,374.982,540.079,318.229,302.925,449.552,316.18,587.767,799.016,310.396,385.954,567.545,327.824,428.899,521.672,348.802,627.122,588.749,235.006,266.758,218.211,224.225,587.812,571.82,344.858,523.83,419.976,350.319,613.032,373.35,272.602,645.927,522.29,333.575,401.542,235.448,322.044,580.278,328.995,242.433,415.737,417.093,1062.11,1774.08,720.573,353.628,292.411,274.812,516.978,448.408,189.334,348.93,412.516,342.692,618.073,469.896,264.012,477.166,367.308,272.237,557.736,453.063,340.022,587.749,397.673,202.621,184.757,139.455,336.077,614.101,330.689,313.86,531.796,349.252,382.335,474.275,264.154,350.476,446.874
8.192000000,414.803,672.127,654.1,384.715,487.96,534.09,438.496,528.887,522.846,470.739,669.16,573.844,295.737,208.334,248.601,412.737,658.449,573.224,510.991,645.342,477.187,431.851,608.269,442.28,406.899,700.417,597.471,421.588,384.193,318.448,452.193,528.644,398.068,331.004,391.53,617.011,1790.13,2085.8,766.318,408.527,329.996,353.787,560.117,462.651,285.269,411.478,420.207,532.256,790.397,462.085,368.645,575.468,437.709,416.947,619.926,543.177,522.986,630.616,451.907,264.676,158.65,241.014,521.933,663.204,423.701,448.29,587.415,448.569,486.805,531.282,367.589,521.613,641.994,408.84,395.617,360.974,292.692,448.447,479.856,342.171,339.812,396.538,958.275,2336.98,1433.13,450.994,350.455,323.07,392.106,434.463,338.303,341.716,392.665,341.907,639.183,753.894,349.993,397.273,505.388,358.403,428.222,511.078,438.184,576.843,536.433,321.911,238.013,161.729,297.611,562.423,538.13,411.689,491.86,437.226,398.298,543.996,400.695,306.916,574.563,557.484,357.186,353.872,275.205,328.257,490.944,352.9,248.747,364.664,458.744,1206.69,1961.52,866.723,321.311,266.958,335.56,445.921,362.373,260.842,340.032,346.926,410.81,648.41,455.967,305.506,446.219,355.476,308.19,501.546,481.22,405.559,523.601,405.392,246.738,143.408,146.743,373.331,536.843,363.714,352.164,475.818,392.761,397.477,430.141,309.561,343.094,411.264
9.557333333,400.02,612.849,527.256,365.752,428.349,425.204,415.833,426.095,468.246,477.409,522.329,480.699,325.023,135.071,203.474,410.307,541.192,496.21,490.923,522.886,444.561,382.7,482.336,426.072,357.624,581.149,574.537,353.033,293.276,335.135,379.174,362.318,383.418,284.922,302.941,552.033,1842.44,2165.58,693.3,337.264,268.39,341.784,409.047,365.482,292.573,350.365,322.868,509.779,726.406,396.287,343.094,472.901,379.238,391.053,483.747,520.833,477.604,504.496,422.901,256.016,83.6465,258.508,464.197,522.355,404.946,411.127,481.224,424.6,395.69,462.872,348.393,419.262,579.008,402.775,298.798,299.339,304.591,346.837,370.747,331.581,254.6,351.286,905.089,2353.88,1457.22,399.887,262.369,296.658,350.531,308.422,299.918,326.615,308.391,296.484,611.323,655.431,310.449,363.469,401.904,317.001,371.509,446.306,442.135,465.024,435.243,343.424,199.837,94.988,322.358,476.723,444.271,395.87,409.674,395.585,369.344,431.392,377.9,276.547,462.506,518.843,311.776,279.251,268.247,281.415,374.32,322.222,209.667,289.148,411.931,1190.84,2032.02,846.004,263.071,199.313,347.169,328.583,260.879,275.125,301.064,249.077,398.399,616.554,388.137,280.782,380.555,293.89,285.638,397.651,451.925,388.445,423.255,348.488,254.867,96.0992,131.279,357.948,421.952,332.338,337.37,376.201,370.02,350.815,349.437,294.519,290.326,337.074
10.922666667,301.445,496.65,375.085,273.304,327.123,296.324,312.684,298.983,364.542,390.69,358.595,347.531,289.873,74.4056,160.071,316.795,412.099,349.495,394.686,369.581,353.028,267.998,348.394,342.55,249.878,441.777,459.571,245.977,195.793,285.542,267.648,219.989,296.019,210.389,209.181,382.004,1712.43,2109.21,467.604,262.698,177.157,265.189,264.46,249.037,233.955,267.27,209.083,393.002,621.27,277.536,260.299,353.266,268.912,301.83,329.853,427.081,348.702,374.515,310.378,232.01,24.7396,243.992,338.273,379.663,304.695,322.617,349.871,325.001,271.651,360.49,261.458,287.357,474.365,310.511,199.117,213.321,252.611,233.647,244.997,264.188,151.597,289.394,663.316,2261.69,1292.91,290.148,165.708,235.651,253.381,197.726,213.469,262.185,217.365,200.968,507.305,528.993,208.312,288.262,287.344,217.77,279.23,339.71,366.277,316.543,320.279,281.424,171.915,44.0836,283.194,359.543,311.485,311.655,293.971,312.588,268.937,310.353,302.292,195.395,336.88,418.382,215.275,198.607,214.534,194.85,262.722,236.502,148.178,199.322,311.321,1005.7,2006.22,651.801,204.827,113.253,305.704,203.131,162.967,228.485,237.096,150.498,309.602,534.209,283.024,204.51,292.798,204.495,210.24,278.382,366.754,298.189,310.21,246.464,225.272,58.5881,109.786,279.756,307.749,239.18,276.918,257.991,290.684,256.632,254.192,224.924,206.933,246.653
12.288000000,174.221,350.839,228.905,159.226,207.095,175.264,186.078,173.757,241.737,260.116,205.101,215.701,209.821,43.7886,134.669,179.891,289.969,188.44,262.167,220.556,234.268,139.183,226.258,224.429,129,304.923,302.747,139.115,107.353,198.454,154.372,110.587,183.768,135.973,120.656,199.552,1453.31,1950.64,212.559,184.407,95.3523,161.371,143.857,143.693,143.267,176.515,108.657,243.095,489.948,148.737,159.819,234.728,146.251,191.439,187.4,294.04,198.575,251.386,169.992,202.036,0.297702,208.355,193.201,248.624,177.333,208.432,219.181,201.913,149.414,243.646,154.497,159.736,347.34,185.162,113.18,125.689,165.28,133.16,133.091,168.64,68.0312,218.481,350.953,2095.44,1011.08,177.007,78.8888,162.662,148.638,107.925,117.018,175.967,130.82,102,360.706,394.662,96.6483,189.944,183.13,110.079,174.953,221.434,247.141,172.007,214.501,170.724,163.603,29.2265,199.456,241.159,174.203,201.649,174.701,210.223,148.628,199.184,198.616,102.642,218.877,290.575,111.644,122.278,140.119,101.912,164.964,139.057,83.6611,112.526,206.651,728.091,1906.27,381.571,153.613,46.2496,225.37,102.249,85.8241,146.849,164.531,70.3737,192.918,416.918,171.177,118.211,196.652,113.583,122.843,163.093,253.511,181.829,197.428,143.404,169.768,43.2545,98.3164,168.243,208.561,128.356,189.87,147.955,188.996,148.824,161.071,135.879,118.688,156.257
13.653333333,80.2863,202.073,119.69,77.7343,93.6382,83.0953,94.1256,71.9446,127.066,149.79,86.677,113.477,129.85,49.0234,122.114,67.9103,185.996,64.7765,145.133,101.991,124.793,46.2368,130.723,112.9,39.4901,192.972,160.392,55.957,45.2634,119.356,58.2513,43.7466,105.984,64.992,48.3335,86.7872,1177.44,1778.48,46.1308,96.752,36.51,91.8713,55.128,61.2575,76.0129,91.7128,35.6542,127.776,347.745,55.4749,82.8616,131.345,51.4902,102.977,78.5268,165.386,84.3372,146.738,61.297,168.971,23.8606,165.548,79.0344,141.183,79.0646,102.761,108.608,108.154,58.4335,133.27,76.4508,65.7237,218.212,90.3337,46.5419,50.52,96.9933,57.0624,44.88,98.7392,20.4611,134.702,108.45,1927.6,732.438,102.363,23.6179,90.3953,73.2231,52.0699,42.6445,93.4963,64.9102,35.6026,215.62,273.785,23.7201,96.1275,102.453,37.7033,84.8503,115.872,138.633,63.5779,129.912,74.4296,165.397,53.6767,113.745,143.501,67.4769,110.009,78.2659,113.815,59.6339,111.733,98.2795,37.8371,128.641,167.451,38.9296,65.4184,69.9465,31.699,97.9784,62.1922,29.6667,47.0584,135.41,482.019,1783.25,156.631,101.832,13.6907,154.032,30.9912,34.1029,82.6444,89.594,18.0834,104.214,284.077,86.021,58.8975,108.021,44.6433,58.7039,72.4611,143.906,87.4809,102.723,70.434,112.609,57.1317,98.648,68.5237,131.171,46.3815,102.705,63.912,105.702,58.5828,84.7026,66.6833,46.109,80.7742
15.018666667,35.1464,85.2018,63.9533,36.3698,26.0854,31.2915,39.731,14.78,51.2887,79.3238,25.2525,55.948,77.4615,79.0253,116.957,10.2162,120.538,7.18691,58.7782,29.489,56.4698,7.08563,64.8666,30.0061,8.62509,138.01,52.6003,12.3079,15.2771,76.8565,8.36095,12.5771,56.535,25.3793,13.9869,46.3806,1015.78,1724.7,0.690248,30.6788,3.66238,52.2783,16.3411,24.2479,41.7913,31.1253,4.21248,51.9901,248.44,18.1285,27.6471,60.2181,10.7811,51.3807,16.5096,65.9863,31.1291,84.2713,7.18624,135.445,82.0684,131.617,19.3662,72.5969,29.1091,35.2769,34.3704,50.6782,16.5332,63.056,26.6433,20.2727,123.056,42.05,11.581,6.08324,50.4665,17.9659,7.39695,61.9332,0.557703,53.8907,7.30086,1912.17,560.375,60.1604,7.53397,54.2779,30.0716,20.5715,5.83854,39.6907,30.5642,9.994,99.1407,191.413,0.954979,37.007,45.4047,4.80503,30.7916,52.8162,58.4921,7.29406,79.9483,28.3805,160.215,107.047,54.6758,88.6235,11.5083,43.4416,25.48,55.0549,12.2698,46.8381,34.3127,15.0195,85.2717,62.7883,11.8741,40.3438,29.8321,2.58457,53.9337,17.7393,7.41763,15.8386,89.6858,381.007,1727.39,45.7348,56.5289,5.7903,103.106,6.32492,12.0899,47.3826,26.4353,3.30296,56.5419,182.364,45.1976,20.4487,57.5746,10.9602,19.5546,15.4403,69.5101,36.1579,42.9385,34.9527,74.6833,87.7629,110.211,8.41624,88.2652,12.6328,35.5827,14.2978,55.9236,13.2836,33.7807,20.6279,8.26627,39.3656
16.384000000,35.3437,38.1463,61.3871,16.7676,4.59613,11.7916,20.8437,5.33319,13.5849,52.4916,27.7225,34.1662,46.4691,121.473,108.972,9.82105,92.6428,7.01384,9.43113,7.49198,33.1812,0.0438778,28.7016,1.32172,31.4418,143.969,4.86173,34.4594,23.2767,87.8985,3.8711,4.61256,17.5957,39.9826,4.19973,49.8205,1122.25,1962.23,42.6891,1.36096,11.2473,21.1214,5.24984,34.1263,47.2188,16.0659,33.6337,9.20932,222.461,33.3563,1.45213,21.9215,7.80176,41.0708,11.2568,7.3969,29.9555,69.6267,6.75416,97.606,155.367,96.7264,11.7764,56.0515,19.6987,4.25732,2.78945,35.7694,6.73245,31.283,2.13108,30.717,91.3134,27.9988,17.6484,14.2029,42.9548,12.4053,1.80587,40.837,32.0256,10.1501,66.6842,2303,617.295,42.973,20.8313,74.9584,6.11786,8.10217,8.97417,26.2186,30.4539,22.688,43.6773,162.352,0.934355,19.1291,9.55449,9.21622,15.0479,33.1613,19.3112,8.7053,53.4939,19.8978,156.91,164.053,33.3192,61.7677,10.3669,11.5413,13.2245,36.9421,2.31715,7.49818,18.5163,16.4617,98.8011,7.16576,35.6203,52.6945,40.4162,24.6322,19.9635,3.60973,10.2926,14.5583,57.1433,507.489,1880.41,47.2328,18.2855,27.5235,60.0499,12.7045,12.7663,52.1544,0.991088,34.3548,43.3635,146.984,76.4547,3.27384,46.6973,1.16846,13.3356,1.8088,31.3708,22.8467,36.319,29.6011,47.0081,124.392,119.257,4.46635,76.1654,18.6289,1.96234,4.37545,41.9621,6.36796,5.15818,0.952426,8.16172,32.9379
17.749333333,66.4078,67.5607,101.278,10.8673,1.39404,5.18344,31.1936,35.5837,6.64968,54.8491,74.6321,38.2168,29.8616,159.052,95.4968,23.9416,102.796,59.126,5.55044,22.9778,41.157,3.94878,32.1121,30.7168,94.0725,203.979,45.4006,124.316,81.2524,152.889,49.0956,30.1615,1.51152,95.6773,19.9696,106.794,1656.27,2627.76,166.457,23.1905,67.5129,10.5893,13.2263,79.7336,90.6975,63.8703,121.673,17.7936,267.113,99.0515,17.2025,20.6854,19.4398,67.7638,60.5442,10.5565,73.2215,93.0179,22.3071,66.1745,221.925,67.1697,25.9643,79.6971,39.656,9.47984,21.3389,58.4811,2.83552,28.8428,7.15517,83.0706,115.827,45.1519,89.0771,109.942,103.871,31.764,10.6638,65.0878,159.434,95.8075,373.873,3287.38,1132.15,123.324,96.1653,142.359,2.19996,38.4974,76.0766,68.8435,68.4002,59.4973,69.9712,181.1,2.93849,26.6756,0.595574,47.4863,42.0972,43.0248,20.3066,58.7715,52.0641,19.9922,155.672,199.407,32.5211,57.5505,58.2107,13.153,24.9516,61.2641,29.3882,4.86956,40.6815,38.7156,163.211,28.1895,96.6279,109.16,116.008,112.485,20.1057,9.99567,24.9718,41.4464,79.1732,947.071,2307.29,158.202,15.7158,90.1629,37.3182,26.6819,37.5357,106.344,39.1787,110.945,68.7105,189.963,187.231,24.6787,72.6395,11.2073,48.9449,48.2025,37.3653,36.4831,74.7082,38.6531,31.5294,151.962,115.869,29.8852,87.4365,57.1241,11.4267,29.9327,59.6858,21.9866,0.795993,7.98909,30.6738,48.7239
